FID;cod_aldeia;nome_aldeia;cod_ti;cod_municipio;data_cadastro;flag_ativo;nome_cr;the_geom;nommunic;nomuf;undadm_codigo;coord_lat;coord_long
aldeias_pontos.fid--75d69c06_184becf87ba_-5055;1618;AIPORE;33801;5105580;18/04/2018;A;COORDENACAO REGIONAL DO XINGU;POINT (-53.4218083333 -11.0447833333);Marcelândia;Mato Grosso;30202002060;-1.104.478.333;-5.342.180.833
aldeias_pontos.fid--75d69c06_184becf87ba_-5054;4151;Aiporé;33801;5105580;10/06/2020;A;COORDENACAO REGIONAL DO XINGU;POINT (-53.422108333333 -11.045261111111);Marcelândia;Mato Grosso;30202002060;-1.104.526.111;-5.342.210.833
aldeias_pontos.fid--75d69c06_184becf87ba_-5053;2172;AIRASOL;37901;1400407;07/06/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-60.2871 3.68669166667);Normandia;Roraima;30202001955;368.669.167;-602.871
aldeias_pontos.fid--75d69c06_184becf87ba_-5052;4239;Aitirimã;3801;1500602;16/07/2020;A;COORDENACAO REGIONAL CENTRO-LESTE DO PARÁ;POINT (-52.7416944444 -4.71802777778);Altamira;Pará;30202001913;-471.802.778;-5.274.169.444
aldeias_pontos.fid--75d69c06_184becf87ba_-5051;2360;AJARANI I;50901;1400282;17/07/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-62.0198416667 1.88836111111);Iracema;Roraima;30202001955;188.836.111;-6.201.984.167
aldeias_pontos.fid--75d69c06_184becf87ba_-5050;2366;AJARANI II;50901;1400209;17/07/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-61.9823694444 1.90199722222);Caracaraí;Roraima;30202001955;190.199.722;-6.198.236.944
aldeias_pontos.fid--75d69c06_184becf87ba_-504f;2249;AJURICABA;50901;1300409;25/06/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-62.6416666667 0.891666666667);Barcelos;Amazonas;30202001955;0.89166667;-6.264.166.667
aldeias_pontos.fid--75d69c06_184becf87ba_-504e;703;Ajuriti;3801;1500602;19/08/2016;A;COORDENACAO REGIONAL CENTRO-LESTE DO PARÁ;POINT (-52.5962777778 -4.17083333333);Altamira;Pará;30202001913;-417.083.333;-5.259.627.778
aldeias_pontos.fid--75d69c06_184becf87ba_-504d;240;Akaju;49401;1600154;;A;COORDENACAO REGIONAL AMAPÁ E NORTE DO PARÁ;POINT (-52.4407833333 0.935816666667);Pedra Branca do Amapari;Amapá;30202001899;0.93581667;-5.244.078.333
aldeias_pontos.fid--75d69c06_184becf87ba_-504c;2930;AKAJUTIBIRÓ;36901;2501401;20/08/2018;A;COORDENACAO REGIONAL DE JOAO PESSOA;POINT (-34.9352027778 -6.70973055556);Baía da Traição;Paraíba;30202002287;-670.973.056;-3.493.520.278
aldeias_pontos.fid--75d69c06_184becf87ba_-504b;4210;Akamassyron;43201;1507151;15/07/2020;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-48.6214444444 -5.87997222222);São Domingos do Araguaia;Pará;30202001906;-587.997.222;-4.862.144.444
aldeias_pontos.fid--75d69c06_184becf87ba_-504a;2025;AKAN  (AGAN);58401;1400100;29/05/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-60.4524722222 3.33100555556);Boa Vista;Roraima;30202001955;333.100.556;-6.045.247.222
aldeias_pontos.fid--75d69c06_184becf87ba_-5049;1350;AKONTEK;29801;1503754;11/04/2018;A;COORDENACAO REGIONAL DE TAPAJOS;POINT (-57.4486666667 -6.4995);Jacareacanga;Pará;30202001927;-64.995;-5.744.866.667
aldeias_pontos.fid--75d69c06_184becf87ba_-5048;23;Akrãkaprêkti;26001;1501576;;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-48.873333333333 -5.1546388888889);Bom Jesus do Tocantins;Pará;30202001906;-515.463.889;-4.887.333.333
aldeias_pontos.fid--75d69c06_184becf87ba_-5047;28;Akrãti;26001;1501576;;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-49.004444444444 -5.2172222222222);Bom Jesus do Tocantins;Pará;30202001906;-521.722.222;-4.900.444.444
aldeias_pontos.fid--75d69c06_184becf87ba_-5046;22;Akrãtikatejê;26001;1501576;;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-49.017125 -5.1824305555556);Bom Jesus do Tocantins;Pará;30202001906;-518.243.056;-49.017.125
aldeias_pontos.fid--75d69c06_184becf87ba_-5045;26;Akrotikatejê;26001;1501576;;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-48.848458333333 -5.1406944444444);Bom Jesus do Tocantins;Pará;30202001906;-514.069.444;-4.884.845.833
aldeias_pontos.fid--75d69c06_184becf87ba_-5044;5044;Akyku;39501;1100106;21/11/2022;A;COORDENACAO REGIONAL DE GUAJARA MIRIM;POINT (-64.8602777778 -11.805);Guajará-Mirim;Rondônia;30202001941;-11.805;-6.486.027.778
aldeias_pontos.fid--75d69c06_184becf87ba_-5043;5004;ALALAU (AL);49501;1303205;21/07/2022;A;COORDENACAO REGIONAL DE MANAUS;POINT (-61.1428111111 -0.500472222222);Novo Airão;Amazonas;30202001871;-0.50047222;-6.114.281.111
aldeias_pontos.fid--75d69c06_184becf87ba_-5042;1716;ALANTESU;48601;5103304;30/04/2018;A;COORDENACAO REGIONAL DE CUIABA;POINT (-59.8383888889 -14.1707777778);Comodoro;Mato Grosso;30202002025;-1.417.077.778;-5.983.838.889
aldeias_pontos.fid--75d69c06_184becf87ba_-5041;544;Aldeia 621;48201;1101005;;A;COORDENACAO REGIONAL DE JI PARANA;POINT (-62.9507972222 -10.7883611111);Governador Jorge Teixeira;Rondônia;30202001948;-1.078.836.111;-6.295.079.722
aldeias_pontos.fid--75d69c06_184becf87ba_-5040;472;Aldeia Alto Jamari;48201;1101401;;A;COORDENACAO REGIONAL DE JI PARANA;POINT (-63.4544277778 -10.7090333333);Monte Negro;Rondônia;30202001948;-1.070.903.333;-6.345.442.778
aldeias_pontos.fid--75d69c06_184becf87ba_-503f;476;aldeia Alto Jaru;48201;1100114;;A;COORDENACAO REGIONAL DE JI PARANA;POINT (-63.0055555556 -10.9475);Jaru;Rondônia;30202001948;-109.475;-6.300.555.556
aldeias_pontos.fid--75d69c06_184becf87ba_-503e;4722;Aldeia Ananás;1101;1303809;18/03/2022;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.3053722222 0.00984722222222);São Gabriel da Cachoeira;Amazonas;30202001885;0.00984722;-6.830.537.222
aldeias_pontos.fid--75d69c06_184becf87ba_-503d;2945;ALDEIA BAIXA DA CANGALHA;23101;2902658;21/08/2018;A;COORDENACAO REGIONAL BAIXO SÃO FRANCISCO;POINT (-38.6658611111 -10.6749166667);Banzaê;Bahia;30202001983;-1.067.491.667;-3.866.586.111
aldeias_pontos.fid--75d69c06_184becf87ba_-503c;480;aldeia Barranco Alto;38601;1100015;;A;COORDENACAO REGIONAL DE JI PARANA;POINT (-62.5441666667 -12.0461111111);Alta Floresta D´Oeste;Rondônia;30202001948;-1.204.611.111;-6.254.416.667
aldeias_pontos.fid--75d69c06_184becf87ba_-503b;1266;Aldeia Bau;6101;1500602;21/09/2017;A;COORDENACAO REGIONAL DE CUIABA;POINT (-54.82042050313396 -7.340587720319468);Altamira;Pará;30202002025;-734.058.772;-548.204.205
aldeias_pontos.fid--75d69c06_184becf87ba_-503a;4244;Aldeia Boa Vista;62001;1508357;16/07/2020;A;COORDENACAO REGIONAL CENTRO-LESTE DO PARÁ;POINT (-52.1578055556 -3.0715);Vitória do Xingu;Pará;30202001913;-30.715;-5.215.780.556
aldeias_pontos.fid--75d69c06_184becf87ba_-5039;3910;Aldeia bom Futuro;31601;1100106;29/04/2019;A;COORDENACAO REGIONAL DE GUAJARA MIRIM;POINT (-64.9631972222 -11.2185166667);Guajará-Mirim;Rondônia;30202001941;-1.121.851.667;-6.496.319.722
aldeias_pontos.fid--75d69c06_184becf87ba_-5038;4289;Aldeia Cachoeirinha;70201;2610806;16/03/2021;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.8355 -8.4433);Pedra;Pernambuco;30202001969;-84.433;-368.355
aldeias_pontos.fid--75d69c06_184becf87ba_-5037;504;"Aldeia Cacoal \""Akóhvh vaá";16201;1100122;;A;COORDENACAO REGIONAL DE JI PARANA;POINT (-61.5975555556 -10.7141111111);Ji-Paraná;Rondônia;30202001948;-1.071.411.111;-6.159.755.556
aldeias_pontos.fid--75d69c06_184becf87ba_-5036;3899;Aldeia Cajueiro;31601;1100106;17/04/2019;A;COORDENACAO REGIONAL DE GUAJARA MIRIM;POINT (-65.2213555556 -11.000875);Guajará-Mirim;Rondônia;30202001941;-11.000.875;-6.522.135.556
aldeias_pontos.fid--75d69c06_184becf87ba_-5035;4288;Aldeia Cajueiro;70201;2610905;16/03/2021;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.8378 -8.4284);Pesqueira;Pernambuco;30202001969;-84.284;-368.378
aldeias_pontos.fid--75d69c06_184becf87ba_-5034;489;Aldeia Cajui;38601;1101492;;A;COORDENACAO REGIONAL DE JI PARANA;POINT (-62.7947222222 -12.3472222222);São Francisco do Guaporé;Rondônia;30202001948;-1.234.722.222;-6.279.472.222
aldeias_pontos.fid--75d69c06_184becf87ba_-5033;3904;Aldeia Capoeirinha.;31601;1100106;23/04/2019;A;COORDENACAO REGIONAL DE GUAJARA MIRIM;POINT (-65.2034527778 -11.0194305556);Guajará-Mirim;Rondônia;30202001941;-1.101.943.056;-6.520.345.278
aldeias_pontos.fid--75d69c06_184becf87ba_-5032;4723;Aldeia Carauatana;1101;1303809;18/03/2022;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-67.8391111111 0.143836111111);São Gabriel da Cachoeira;Amazonas;30202001885;0.14383611;-6.783.911.111
aldeias_pontos.fid--75d69c06_184becf87ba_-5031;3902;Aldeia Casa Branca;16101;1100106;22/04/2019;A;COORDENACAO REGIONAL DE GUAJARA MIRIM;POINT (-64.8081666667 -10.4263055556);Guajará-Mirim;Rondônia;30202001941;-1.042.630.556;-6.480.816.667
aldeias_pontos.fid--75d69c06_184becf87ba_-5030;3898;Aldeia Castanhal.;16101;1100106;17/04/2019;A;COORDENACAO REGIONAL DE GUAJARA MIRIM;POINT (-65.2189166667 -10.4498611111);Guajará-Mirim;Rondônia;30202001941;-1.044.986.111;-6.521.891.667
aldeias_pontos.fid--75d69c06_184becf87ba_-502f;4724;Aldeia Colinas;1101;1303809;18/03/2022;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.0098027778 0.117797222222);São Gabriel da Cachoeira;Amazonas;30202001885;0.11779722;-6.900.980.278
aldeias_pontos.fid--75d69c06_184becf87ba_-502e;484;Aldeia Colorado;38601;1100320;;A;COORDENACAO REGIONAL DE JI PARANA;POINT (-62.6494444444 -12.2366666667);São Miguel do Guaporé;Rondônia;30202001948;-1.223.666.667;-6.264.944.444
aldeias_pontos.fid--75d69c06_184becf87ba_-502d;477;Aldeia Comandante Ari (posto indígena desativado);48201;1100023;;A;COORDENACAO REGIONAL DE JI PARANA;POINT (-63.0055555556 -10.9475);Ariquemes;Rondônia;30202001948;-109.475;-6.300.555.556
aldeias_pontos.fid--75d69c06_184becf87ba_-502c;4726;Aldeia Corocoró;1101;1303809;18/03/2022;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.6215972222 0.0423333333333);São Gabriel da Cachoeira;Amazonas;30202001885;0.04233333;-6.862.159.722
aldeias_pontos.fid--75d69c06_184becf87ba_-502b;4725;Aldeia Coró Coró dos Uapés;1101;1303809;18/03/2022;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-67.6874638889 0.116366666667);São Gabriel da Cachoeira;Amazonas;30202001885;0.11636667;-6.768.746.389
aldeias_pontos.fid--75d69c06_184becf87ba_-502a;4002;ALDEIA CURRAL (VICENTE);33601;1100189;04/11/2019;A;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;POINT (-60.1893888889 -11.6709722222);Pimenta Bueno;Rondônia;30202002032;-1.167.097.222;-6.018.938.889
aldeias_pontos.fid--75d69c06_184becf87ba_-5029;4692;Aldeia da Calada;62501;1506807;10/01/2022;A;COORDENACAO REGIONAL DE TAPAJOS;POINT (-54.5375 -2.58833333333);Santarém;Pará;30202001927;-258.833.333;-545.375
aldeias_pontos.fid--75d69c06_184becf87ba_-5028;475;aldeia da Linha 623;48201;1100114;;A;COORDENACAO REGIONAL DE JI PARANA;POINT (-62.9119444444 -10.8233333333);Jaru;Rondônia;30202001948;-1.082.333.333;-6.291.194.444
aldeias_pontos.fid--75d69c06_184becf87ba_-5027;3893;Aldeia da Linha XX.;16301;1100338;15/04/2019;A;COORDENACAO REGIONAL DE GUAJARA MIRIM;POINT (-64.9734388889 -10.3598277778);Nova Mamoré;Rondônia;30202001941;-1.035.982.778;-6.497.343.889
aldeias_pontos.fid--75d69c06_184becf87ba_-5026;3903;Aldeia da Linha XXVI.;16101;1100106;22/04/2019;A;COORDENACAO REGIONAL DE GUAJARA MIRIM;POINT (-64.852925 -10.4299888889);Guajará-Mirim;Rondônia;30202001941;-1.042.998.889;-64.852.925
aldeias_pontos.fid--75d69c06_184becf87ba_-5025;3985;ALDEIA DO MANOEL;40701;1100098;15/10/2019;A;COORDENACAO REGIONAL DE CACOAL;POINT (-60.7593333333 -11.0861388889);Espigão D´Oeste;Rondônia;30202001934;-1.108.613.889;-6.075.933.333
aldeias_pontos.fid--75d69c06_184becf87ba_-5024;503;Aldeia do Pedro Pay Gap;16201;1100122;;A;COORDENACAO REGIONAL DE JI PARANA;POINT (-61.6559722222 -10.71475);Ji-Paraná;Rondônia;30202001948;-1.071.475;-6.165.597.222
aldeias_pontos.fid--75d69c06_184becf87ba_-5023;610;Aldeia Encontro das Águas;12701;3113800;;A;COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTOS;POINT (-43.1102472222 -19.0638416667);Carmésia;Minas Gerais;30202002067;-1.906.384.167;-4.311.024.722
aldeias_pontos.fid--75d69c06_184becf87ba_-5022;485;Aldeia Encrenca;38601;1101492;;A;COORDENACAO REGIONAL DE JI PARANA;POINT (-62.7491666667 -12.3422222222);São Francisco do Guaporé;Rondônia;30202001948;-1.234.222.222;-6.274.916.667
aldeias_pontos.fid--75d69c06_184becf87ba_-5021;1647;ALDEIA ETEWAWE;26901;5100359;23/04/2018;A;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;POINT (-51.5322777778 -11.7509722222);Alto Boa Vista;Mato Grosso;30202002046;-1.175.097.222;-5.153.227.778
aldeias_pontos.fid--75d69c06_184becf87ba_-5020;1338;Aldeia Flor do Prado;4201;5101407;10/04/2018;A;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;POINT (-60.4011333333 -10.7147666667);Aripuanã;Mato Grosso;30202002032;-1.071.476.667;-6.040.113.333
aldeias_pontos.fid--75d69c06_184becf87ba_-501f;287;Aldeia Guyrapaju;23602;3548708;;A;COORDENACAO REGIONAL LITORAL SUDESTE;POINT (-46.650922222222 -23.899130555556);São Bernardo do Campo;São Paulo;30202002074;-2.389.913.056;-4.665.092.222
aldeias_pontos.fid--75d69c06_184becf87ba_-501e;499;Aldeia Ikolen 1;16201;1100122;;A;COORDENACAO REGIONAL DE JI PARANA;POINT (-61.5860277778 -10.7526388889);Ji-Paraná;Rondônia;30202001948;-1.075.263.889;-6.158.602.778
aldeias_pontos.fid--75d69c06_184becf87ba_-501d;500;Aldeia Ikolen 2;16201;1100122;;A;COORDENACAO REGIONAL DE JI PARANA;POINT (-61.5879722222 -10.7467777778);Ji-Paraná;Rondônia;30202001948;-1.074.677.778;-6.158.797.222
aldeias_pontos.fid--75d69c06_184becf87ba_-501c;612;Aldeia Imbiruçú;12701;3113800;;A;COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTOS;POINT (-43.1277777778 -19.0537861111);Carmésia;Minas Gerais;30202002067;-1.905.378.611;-4.312.777.778
aldeias_pontos.fid--75d69c06_184becf87ba_-501b;490;Aldeia Indígena Igarapé Lourdes;16201;1100122;;A;COORDENACAO REGIONAL DE JI PARANA;POINT (-61.6529444444 -10.4340555556);Ji-Paraná;Rondônia;30202001948;-1.043.405.556;-6.165.294.444
aldeias_pontos.fid--75d69c06_184becf87ba_-501a;491;Aldeia ingazeira Bolirapé Vaá;16201;1100122;;A;COORDENACAO REGIONAL DE JI PARANA;POINT (-61.646 -10.4305666667);Ji-Paraná;Rondônia;30202001948;-1.043.056.667;-61.646
aldeias_pontos.fid--75d69c06_184becf87ba_-5019;4728;Aldeia Ipanoré;1101;1303809;18/03/2022;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.64485 0.304308333333);São Gabriel da Cachoeira;Amazonas;30202001885;0.30430833;-6.864.485
aldeias_pontos.fid--75d69c06_184becf87ba_-5018;505;Aldeia Iterap;16201;1100122;;A;COORDENACAO REGIONAL DE JI PARANA;POINT (-61.7789166667 -10.6525833333);Ji-Paraná;Rondônia;30202001948;-1.065.258.333;-6.177.891.667
aldeias_pontos.fid--75d69c06_184becf87ba_-5017;4282;Aldeia Iwyter;1001;1506559;29/10/2020;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.9866938889 -1.86195694444);Santa Luzia do Pará;Pará;30202001906;-186.195.694;-4.698.669.389
aldeias_pontos.fid--75d69c06_184becf87ba_-5016;478;aldeia Jamari;48201;1101005;;I;COORDENACAO REGIONAL DE JI PARANA;POINT (-63.1868416667 -10.6356361111);Governador Jorge Teixeira;Rondônia;30202001948;-1.063.563.611;-6.318.684.167
aldeias_pontos.fid--75d69c06_184becf87ba_-5015;290;Aldeia Kalipety;28301;3548708;;A;COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTOS;POINT (-40.591547222222 -16.897366666667);São Bernardo do Campo;São Paulo;30202002067;-1.689.736.667;-4.059.154.722
aldeias_pontos.fid--75d69c06_184becf87ba_-5014;4200;Aldeia Kanindé;68301;5100805;10/07/2020;A;COORDENACAO REGIONAL NORTE DO MATO GROSSO;POINT (-58.2930555556 -8.14194444444);Apiacás;Mato Grosso;30202002039;-814.194.444;-5.829.305.556
aldeias_pontos.fid--75d69c06_184becf87ba_-5013;288;Aldeia Karay Rexakã (Brilho do Sol);23602;3548708;;A;COORDENACAO REGIONAL LITORAL SUDESTE;POINT (-46.684844444444 -23.933088888889);São Bernardo do Campo;São Paulo;30202002074;-2.393.308.889;-4.668.484.444
aldeias_pontos.fid--75d69c06_184becf87ba_-5012;286;Aldeia Krucutu;23602;3550308;;A;COORDENACAO REGIONAL LITORAL SUDESTE;POINT (-46.650922222222 -23.899130555556);São Paulo;São Paulo;30202002074;-2.389.913.056;-4.665.092.222
aldeias_pontos.fid--75d69c06_184becf87ba_-5011;4888;Aldeia Linha 8;16101;1100338;09/05/2022;A;COORDENACAO REGIONAL DE GUAJARA MIRIM;POINT (-65.1273277778 -10.4597555556);Nova Mamoré;Rondônia;30202001941;-1.045.975.556;-6.512.732.778
aldeias_pontos.fid--75d69c06_184becf87ba_-5010;495;"Aldeia \"" Mahvguveirj\""";16201;1100122;;A;COORDENACAO REGIONAL DE JI PARANA;POINT (-61.5319444444 -10.7604722222);Ji-Paraná;Rondônia;30202001948;-1.076.047.222;-6.153.194.444
aldeias_pontos.fid--75d69c06_184becf87ba_-500f;3884;Aldeia Manain Tocwe - Linha 24 C.;16101;1100106;11/04/2019;A;COORDENACAO REGIONAL DE GUAJARA MIRIM;POINT (-64.8908583333 -10.4323777778);Guajará-Mirim;Rondônia;30202001941;-1.043.237.778;-6.489.085.833
aldeias_pontos.fid--75d69c06_184becf87ba_-500e;497;"Aldeia \""Manikito\""";16201;1100122;;A;COORDENACAO REGIONAL DE JI PARANA;POINT (-61.5661388889 -10.7463055556);Ji-Paraná;Rondônia;30202001948;-1.074.630.556;-6.156.613.889
aldeias_pontos.fid--75d69c06_184becf87ba_-500d;4729;Aldeia Matapi do Tiquié;1101;1303809;18/03/2022;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.6850055556 0.0295722222222);São Gabriel da Cachoeira;Amazonas;30202001885;0.02957222;-6.868.500.556
aldeias_pontos.fid--75d69c06_184becf87ba_-500c;4730;Aldeia Matapi Monte Alegre;1101;1303809;18/03/2022;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.1727 0.0394694444444);São Gabriel da Cachoeira;Amazonas;30202001885;0.03946944;-681.727
aldeias_pontos.fid--75d69c06_184becf87ba_-500b;4196;Aldeia Mayrowi;22902;5100805;10/07/2020;A;COORDENACAO REGIONAL NORTE DO MATO GROSSO;POINT (-57.8416666667 -7.95666666667);Apiacás;Mato Grosso;30202002039;-795.666.667;-5.784.166.667
aldeias_pontos.fid--75d69c06_184becf87ba_-500a;2941;ALDEIA MORRINHOS;15401;2913200;21/08/2018;A;COORDENACAO REGIONAL BAIXO SÃO FRANCISCO;POINT (-43.2545638889 -12.0854361111);Ibotirama;Bahia;30202001983;-1.208.543.611;-4.325.456.389
aldeias_pontos.fid--75d69c06_184becf87ba_-5009;487;Aldeia Morro Pelado;38601;1101492;;A;COORDENACAO REGIONAL DE JI PARANA;POINT (-62.7316666667 -12.3358333333);São Francisco do Guaporé;Rondônia;30202001948;-1.233.583.333;-6.273.166.667
aldeias_pontos.fid--75d69c06_184becf87ba_-5008;4304;Aldeia Naurú;47301;1508001;25/05/2021;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-48.3578333333 -2.28088055556);Tomé-Açu;Pará;30202001906;-228.088.056;-4.835.783.333
aldeias_pontos.fid--75d69c06_184becf87ba_-5007;483;Aldeia Nazaré;38601;1100320;;A;COORDENACAO REGIONAL DE JI PARANA;POINT (-62.6147222222 -12.0811111111);São Miguel do Guaporé;Rondônia;30202001948;-1.208.111.111;-6.261.472.222
aldeias_pontos.fid--75d69c06_184becf87ba_-5006;807;Aldeia Nova;9701;2102002;24/10/2016;A;COORDENACAO REGIONAL MARANHÃO;POINT (-46.1080555556 -3.73083333333);Bom Jardim;Maranhão;30202001997;-373.083.333;-4.610.805.556
aldeias_pontos.fid--75d69c06_184becf87ba_-5005;4331;Aldeia Nova;5802;2925501;11/06/2021;A;COORDENACAO REGIONAL DO SUL DA BAHIA;POINT (-39.4149944444 -16.9153361111);Prado;Bahia;30202001990;-1.691.533.611;-3.941.499.444
aldeias_pontos.fid--75d69c06_184becf87ba_-5004;3921;Aldeia Nova;48201;1101005;07/06/2019;A;COORDENACAO REGIONAL DE JI PARANA;POINT (-62.9526111111 -10.8800277778);Governador Jorge Teixeira;Rondônia;30202001948;-1.088.002.778;-6.295.261.111
aldeias_pontos.fid--75d69c06_184becf87ba_-5003;2243;ALDEIA NOVA;45103;1304104;25/06/2018;A;COORDENACAO REGIONAL DE MANAUS;POINT (-62.8271472222 -4.78378055556);Tapauá;Amazonas;30202001871;-478.378.056;-6.282.714.722
aldeias_pontos.fid--75d69c06_184becf87ba_-5002;3895;Aldeia Nova Esperança.;16301;1100338;15/04/2019;A;COORDENACAO REGIONAL DE GUAJARA MIRIM;POINT (-65.1293333333 -10.3081722222);Nova Mamoré;Rondônia;30202001941;-1.030.817.222;-6.512.933.333
aldeias_pontos.fid--75d69c06_184becf87ba_-5001;496;"Aldeia \""Padaé\""";16201;1100122;;A;COORDENACAO REGIONAL DE JI PARANA;POINT (-61.5580833333 -10.7744722222);Ji-Paraná;Rondônia;30202001948;-1.077.447.222;-6.155.808.333
aldeias_pontos.fid--75d69c06_184becf87ba_-5000;2330;ALDEIA PAITER - LINHA 09;43001;1100049;12/07/2018;A;COORDENACAO REGIONAL DE CACOAL;POINT (-61.3622833333 -11.1050444444);Cacoal;Rondônia;30202001934;-1.110.504.444;-6.136.228.333
aldeias_pontos.fid--75d69c06_184becf87ba_-4fff;488;Aldeia Palhal;38601;1101492;;A;COORDENACAO REGIONAL DE JI PARANA;POINT (-63.0205555556 -12.4077777778);São Francisco do Guaporé;Rondônia;30202001948;-1.240.777.778;-6.302.055.556
aldeias_pontos.fid--75d69c06_184becf87ba_-4ffe;1337;Aldeia Pantanal;4201;5101407;10/04/2018;A;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;POINT (-59.8587111111 -10.0023722222);Aripuanã;Mato Grosso;30202002032;-1.000.237.222;-5.985.871.111
aldeias_pontos.fid--75d69c06_184becf87ba_-4ffd;494;"Aldeia Pereira \""Xibotigih\""";16201;1100122;;A;COORDENACAO REGIONAL DE JI PARANA;POINT (-61.5296666667 -10.7548611111);Ji-Paraná;Rondônia;30202001948;-1.075.486.111;-6.152.966.667
aldeias_pontos.fid--75d69c06_184becf87ba_-4ffc;4198;Aldeia Pirapitua;68301;5100805;10/07/2020;A;COORDENACAO REGIONAL NORTE DO MATO GROSSO;POINT (-58.175 -7.40833333333);Apiacás;Mato Grosso;30202002039;-740.833.333;-58.175
aldeias_pontos.fid--75d69c06_184becf87ba_-4ffb;4513;Aldeia Pivi;42101;5106752;12/08/2021;A;COORDENACAO REGIONAL DE CUIABA;POINT (-59.4747083333 -14.9788805556);Pontes e Lacerda;Mato Grosso;30202002025;-1.497.888.056;-5.947.470.833
aldeias_pontos.fid--75d69c06_184becf87ba_-4ffa;4731;Aldeia Ponta de Pacu;1101;1303809;18/03/2022;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-67.7707166667 0.148969444444);São Gabriel da Cachoeira;Amazonas;30202001885;0.14896944;-6.777.071.667
aldeias_pontos.fid--75d69c06_184becf87ba_-4ff9;4199;Aldeia Pontal;68301;5100805;10/07/2020;A;COORDENACAO REGIONAL NORTE DO MATO GROSSO;POINT (-58.2852777778 -8.10083333333);Apiacás;Mato Grosso;30202002039;-810.083.333;-5.828.527.778
aldeias_pontos.fid--75d69c06_184becf87ba_-4ff8;486;Aldeia Porto  Estaleiro;38601;1101492;;A;COORDENACAO REGIONAL DE JI PARANA;POINT (-62.7316666667 -12.335);São Francisco do Guaporé;Rondônia;30202001948;-12.335;-6.273.166.667
aldeias_pontos.fid--75d69c06_184becf87ba_-4ff7;4928;Aldeia Renascer;27401;1301100;24/05/2022;A;COORDENACAO REGIONAL DE MANAUS;POINT (-59.8363888889 -3.61694444444);Careiro;Amazonas;30202001871;-361.694.444;-5.983.638.889
aldeias_pontos.fid--75d69c06_184becf87ba_-4ff6;4511;Aldeia Retiro;64701;2305506;04/08/2021;A;COORDENACAO REGIONAL NORDESTE II;POINT (-39.3572222222 -6.23027777778);Iguatu;Ceará;30202001976;-623.027.778;-3.935.722.222
aldeias_pontos.fid--75d69c06_184becf87ba_-4ff5;3896;Aldeia Ribeirão.;16301;1100338;15/04/2019;A;COORDENACAO REGIONAL DE GUAJARA MIRIM;POINT (-65.1397972222 -10.2986888889);Nova Mamoré;Rondônia;30202001941;-1.029.868.889;-6.513.979.722
